Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
Australia,2024.0,DDoS,Banking,21.11,18766.0,Insider,Weak Passwords,Firewall,43.0
France,2020.0,Malware,Banking,50.19,760230.0,Nation-state,Zero-day,VPN,56.0
India,2021.0,Ransomware,Healthcare,76.83,603402.0,Insider,Zero-day,AI-based Detection,57.0
France,2020.0,Man-in-the-Middle,Healthcare,17.49,693907.0,,Zero-day,AI-based Detection,54.0
Brazil,2017.0,SQL Injection,,66.78,698892.0,Unknown,Zero-day,AI-based Detection,24.0
UK,2015.0,Phishing,IT,24.17,64082.0,Unknown,Social Engineering,Antivirus,16.0
USA,2022.0,Ransomware,IT,38.84,687052.0,Nation-state,Unpatched Software,Encryption,34.0
Russia,2018.0,Phishing,Government,14.98,417488.0,Hacker Group,Weak Passwords,Encryption,23.0
Germany,2020.0,Ransomware,Telecommunications,15.14,970038.0,Nation-state,Zero-day,Firewall,47.0
Japan,2016.0,SQL Injection,Government,,,Unknown,Zero-day,Antivirus,17.0
India,2020.0,Man-in-the-Middle,Banking,59.67,747418.0,Insider,Unpatched Software,VPN,20.0
Japan,2019.0,Malware,Retail,36.66,977185.0,Insider,Social Engineering,Antivirus,71.0
India,2019.0,,Retail,58.98,267401.0,Unknown,Zero-day,Firewall,20.0
Germany,2022.0,Ransomware,Retail,19.47,496271.0,Hacker Group,Unpatched Software,AI-based Detection,20.0
France,2015.0,Phishing,,64.62,104619.0,Insider,Unpatched Software,Antivirus,68.0
Russia,2024.0,Ransomware,Healthcare,98.25,,Insider,Weak Passwords,Antivirus,19.0
Japan,2020.0,Ransomware,Healthcare,41.88,93314.0,Hacker Group,Unpatched Software,VPN,24.0
Brazil,2020.0,DDoS,Government,13.22,790415.0,Hacker Group,Zero-day,Encryption,52.0
Germany,2020.0,Ransomware,IT,54.65,107180.0,Nation-state,Zero-day,Antivirus,68.0
Japan,2018.0,Phishing,IT,72.01,401960.0,Nation-state,Unpatched Software,VPN,44.0
,2020.0,Ransomware,Telecommunications,93.89,602474.0,Unknown,Social Engineering,VPN,71.0
Australia,2024.0,Phishing,Education,18.64,,Hacker Group,Unpatched Software,Antivirus,41.0
UK,2024.0,Malware,Education,64.05,116714.0,Insider,Social Engineering,Encryption,37.0
France,,Man-in-the-Middle,IT,41.79,453408.0,Nation-state,Social Engineering,VPN,8.0
UK,2022.0,Phishing,Retail,,40843.0,Unknown,Weak Passwords,Encryption,66.0
Australia,2015.0,Man-in-the-Middle,Healthcare,,,Hacker Group,Zero-day,VPN,35.0
China,2017.0,Phishing,Healthcare,92.64,911233.0,Hacker Group,Weak Passwords,AI-based Detection,18.0
Brazil,2023.0,,Telecommunications,32.18,812908.0,Hacker Group,Weak Passwords,Antivirus,12.0
China,2019.0,SQL Injection,Education,64.26,796878.0,Nation-state,Zero-day,Antivirus,26.0
Japan,2023.0,Man-in-the-Middle,Government,81.57,738014.0,Unknown,Social Engineering,Antivirus,24.0
USA,2021.0,DDoS,Education,87.32,315915.0,Nation-state,Social Engineering,Antivirus,52.0
China,2022.0,Ransomware,Education,70.44,164734.0,Nation-state,Unpatched Software,Firewall,7.0
India,2024.0,Man-in-the-Middle,IT,1.75,617939.0,Unknown,Zero-day,Firewall,22.0
Germany,2021.0,Phishing,Healthcare,96.81,374164.0,Hacker Group,Weak Passwords,Antivirus,53.0
USA,2020.0,Phishing,Banking,74.51,332766.0,Hacker Group,Weak Passwords,Antivirus,53.0
Brazil,2018.0,Phishing,Healthcare,2.52,414899.0,Unknown,Weak Passwords,Encryption,37.0
Brazil,2017.0,DDoS,Retail,81.63,140371.0,Hacker Group,Zero-day,Encryption,13.0
Australia,2019.0,Ransomware,Education,43.53,729109.0,Insider,Weak Passwords,VPN,22.0
UK,2020.0,DDoS,Education,84.28,776200.0,Unknown,Weak Passwords,Encryption,49.0
,2019.0,Phishing,Healthcare,17.6,839921.0,,Zero-day,Antivirus,5.0
France,2019.0,Malware,Education,31.35,312314.0,Unknown,Social Engineering,AI-based Detection,
Australia,2024.0,Man-in-the-Middle,Healthcare,65.72,299613.0,Hacker Group,Zero-day,Firewall,20.0
India,2016.0,Phishing,Banking,43.81,250482.0,Insider,Weak Passwords,VPN,20.0
Brazil,2021.0,DDoS,Banking,84.41,230110.0,Unknown,Social Engineering,,51.0
Australia,2015.0,SQL Injection,Retail,55.78,852650.0,Nation-state,Social Engineering,AI-based Detection,50.0
Germany,2024.0,DDoS,Telecommunications,67.47,337890.0,Unknown,Weak Passwords,Antivirus,35.0
Japan,2016.0,Malware,Education,8.08,557108.0,Nation-state,Zero-day,Firewall,17.0
Australia,2022.0,DDoS,Telecommunications,46.2,299968.0,Insider,Zero-day,Antivirus,46.0
China,2022.0,Phishing,Telecommunications,72.06,459296.0,Nation-state,Weak Passwords,AI-based Detection,13.0
India,2019.0,Ransomware,Telecommunications,90.48,46972.0,Nation-state,Social Engineering,VPN,23.0
UK,2022.0,Malware,Healthcare,21.26,602041.0,Hacker Group,Unpatched Software,AI-based Detection,25.0
Japan,2016.0,Phishing,Banking,82.93,36797.0,Insider,Unpatched Software,VPN,2.0
China,2021.0,SQL Injection,Healthcare,23.15,730762.0,Insider,Social Engineering,VPN,19.0
Russia,2016.0,Malware,Government,66.19,91194.0,Hacker Group,Unpatched Software,Encryption,
,2015.0,SQL Injection,Banking,95.81,42883.0,Unknown,Zero-day,Encryption,37.0
UK,2024.0,,,48.33,422592.0,,Unpatched Software,VPN,37.0
India,2015.0,Man-in-the-Middle,Healthcare,29.54,837320.0,Unknown,Social Engineering,VPN,14.0
USA,2020.0,Phishing,Banking,44.08,708034.0,Unknown,Zero-day,AI-based Detection,39.0
Japan,2024.0,Phishing,IT,91.71,47841.0,Hacker Group,Weak Passwords,Antivirus,23.0
Japan,2015.0,SQL Injection,Banking,73.94,274703.0,Nation-state,Social Engineering,Encryption,6.0
Australia,2021.0,Malware,Healthcare,10.35,776819.0,Insider,Unpatched Software,VPN,64.0
Germany,2019.0,Man-in-the-Middle,IT,89.6,544648.0,Unknown,Weak Passwords,Antivirus,47.0
China,2024.0,Man-in-the-Middle,Government,11.99,735203.0,Insider,Zero-day,VPN,66.0
India,2018.0,SQL Injection,Education,77.02,424342.0,Unknown,Social Engineering,Antivirus,57.0
Russia,2018.0,Malware,Retail,78.82,155353.0,Unknown,Weak Passwords,VPN,67.0
Germany,2020.0,DDoS,Banking,64.64,735855.0,Insider,Unpatched Software,Firewall,23.0
France,2016.0,Man-in-the-Middle,IT,11.91,765453.0,Unknown,Social Engineering,Antivirus,39.0
Japan,2024.0,SQL Injection,Education,82.52,788243.0,Insider,Social Engineering,VPN,38.0
Germany,2017.0,Phishing,Banking,69.85,253058.0,Hacker Group,Social Engineering,Encryption,44.0
Australia,2022.0,,Healthcare,80.11,537530.0,Nation-state,Zero-day,Encryption,14.0
China,2023.0,SQL Injection,Banking,2.46,95779.0,Nation-state,Zero-day,VPN,43.0
,2024.0,Phishing,Healthcare,59.79,906160.0,Unknown,Zero-day,VPN,48.0
Russia,2019.0,Ransomware,Education,11.06,490910.0,Insider,Zero-day,AI-based Detection,58.0
UK,2020.0,SQL Injection,Banking,73.69,522097.0,Hacker Group,Weak Passwords,VPN,63.0
Germany,2016.0,Man-in-the-Middle,Retail,53.57,218143.0,Nation-state,Unpatched Software,Encryption,27.0
Germany,2018.0,Malware,IT,30.2,667023.0,Unknown,Zero-day,Antivirus,26.0
Australia,2023.0,Malware,Education,67.23,362308.0,Unknown,Social Engineering,AI-based Detection,5.0
Russia,2023.0,DDoS,IT,86.81,717258.0,Insider,Unpatched Software,Firewall,16.0
Brazil,2018.0,Man-in-the-Middle,Retail,76.39,984.0,Insider,Unpatched Software,,56.0
Russia,2023.0,,Telecommunications,96.61,956064.0,Insider,Weak Passwords,Antivirus,45.0
Australia,2024.0,Malware,Retail,64.3,891367.0,Nation-state,Social Engineering,Firewall,21.0
China,2019.0,Man-in-the-Middle,IT,79.33,842637.0,Nation-state,Unpatched Software,AI-based Detection,55.0
USA,2015.0,DDoS,IT,45.91,772018.0,Hacker Group,Weak Passwords,Encryption,46.0
Australia,2022.0,Malware,IT,41.67,945897.0,Insider,Weak Passwords,Firewall,66.0
Germany,2018.0,SQL Injection,Banking,81.33,508544.0,Insider,Unpatched Software,VPN,45.0
Australia,2021.0,Ransomware,Healthcare,91.8,125309.0,Unknown,Social Engineering,Antivirus,13.0
UK,2024.0,Man-in-the-Middle,IT,3.69,529410.0,Insider,,Firewall,59.0
Australia,2018.0,Phishing,Education,24.25,665381.0,Insider,Unpatched Software,AI-based Detection,61.0
Japan,2019.0,Man-in-the-Middle,Telecommunications,89.5,163110.0,Nation-state,Zero-day,Encryption,35.0
Russia,2019.0,Ransomware,IT,60.24,354784.0,Hacker Group,Social Engineering,AI-based Detection,65.0
Germany,2022.0,Ransomware,Education,7.65,643306.0,Hacker Group,Zero-day,Encryption,50.0
Australia,2016.0,Malware,Telecommunications,44.93,23249.0,,Social Engineering,Firewall,1.0
USA,2015.0,SQL Injection,Retail,26.98,763017.0,Insider,Social Engineering,Firewall,24.0
Russia,2015.0,Ransomware,Retail,84.08,71334.0,Unknown,Unpatched Software,AI-based Detection,26.0
Australia,,SQL Injection,Government,99.2,605470.0,Nation-state,Unpatched Software,Encryption,18.0
India,2023.0,SQL Injection,Government,40.63,356387.0,Nation-state,Zero-day,Antivirus,11.0
China,2023.0,Malware,IT,11.89,260907.0,Insider,Weak Passwords,AI-based Detection,31.0
Japan,2019.0,Man-in-the-Middle,IT,73.71,560693.0,Hacker Group,Weak Passwords,Firewall,1.0
Brazil,2015.0,Phishing,IT,16.44,82841.0,Insider,Social Engineering,Encryption,36.0
Russia,2021.0,Malware,Government,51.05,262500.0,Nation-state,Social Engineering,AI-based Detection,27.0
UK,2023.0,Malware,IT,49.13,116201.0,Nation-state,Zero-day,Firewall,14.0
China,2016.0,Phishing,IT,17.06,44473.0,Unknown,Weak Passwords,VPN,67.0
France,2017.0,Ransomware,IT,93.15,372975.0,Hacker Group,Weak Passwords,Firewall,64.0
France,2018.0,DDoS,Government,66.4,613192.0,Insider,Weak Passwords,VPN,50.0
India,2017.0,SQL Injection,Government,,421023.0,Insider,,Encryption,72.0
India,,Ransomware,Healthcare,1.48,818172.0,Unknown,Social Engineering,VPN,30.0
Russia,2018.0,Ransomware,Education,22.77,828880.0,Hacker Group,Unpatched Software,Antivirus,69.0
Germany,2017.0,Man-in-the-Middle,Government,56.15,487668.0,Hacker Group,Unpatched Software,AI-based Detection,72.0
France,2020.0,Ransomware,Telecommunications,10.52,253094.0,Hacker Group,Unpatched Software,VPN,19.0
China,2015.0,SQL Injection,Telecommunications,34.84,712886.0,Hacker Group,Weak Passwords,Antivirus,7.0
China,2019.0,Phishing,IT,5.05,65176.0,Unknown,Weak Passwords,Encryption,49.0
Germany,2020.0,SQL Injection,IT,54.59,248356.0,Nation-state,Weak Passwords,,25.0
China,2020.0,DDoS,Education,52.36,499615.0,Hacker Group,Unpatched Software,Antivirus,19.0
Russia,2016.0,Man-in-the-Middle,Telecommunications,10.2,446917.0,Unknown,Unpatched Software,Firewall,1.0
USA,2023.0,SQL Injection,Education,77.96,164892.0,Insider,Weak Passwords,Firewall,63.0
UK,2022.0,SQL Injection,IT,61.97,627852.0,Nation-state,,VPN,23.0
UK,2016.0,DDoS,Banking,61.15,219846.0,Insider,Social Engineering,AI-based Detection,13.0
Australia,2024.0,Malware,Education,83.04,862049.0,Insider,Unpatched Software,Antivirus,43.0
USA,2015.0,Man-in-the-Middle,Education,37.18,270984.0,Nation-state,Zero-day,Encryption,28.0
India,2022.0,Malware,Government,27.09,979810.0,Insider,Weak Passwords,VPN,34.0
Germany,2015.0,SQL Injection,Government,0.72,944106.0,Insider,Unpatched Software,VPN,2.0
Russia,2023.0,Phishing,Banking,9.24,612761.0,Nation-state,Unpatched Software,Encryption,71.0
Australia,2018.0,Malware,Telecommunications,8.69,,Hacker Group,Weak Passwords,VPN,6.0
Germany,2021.0,DDoS,Healthcare,32.07,510895.0,Unknown,Weak Passwords,Antivirus,6.0
India,2023.0,Malware,Healthcare,71.94,652957.0,Insider,Weak Passwords,Encryption,65.0
Japan,2022.0,Ransomware,IT,84.09,991854.0,Unknown,Unpatched Software,VPN,11.0
India,2018.0,Ransomware,Retail,56.06,382041.0,Unknown,Weak Passwords,Encryption,4.0
USA,2015.0,Man-in-the-Middle,Government,47.76,428556.0,Unknown,Weak Passwords,Antivirus,15.0
UK,2019.0,SQL Injection,Banking,79.34,455556.0,Insider,Social Engineering,Firewall,1.0
Australia,2022.0,Ransomware,Healthcare,17.58,18399.0,Unknown,Zero-day,Firewall,14.0
Germany,2016.0,Man-in-the-Middle,Government,97.79,984519.0,Nation-state,Unpatched Software,Firewall,57.0
Brazil,2021.0,DDoS,Retail,75.1,740795.0,Hacker Group,Unpatched Software,Firewall,
UK,2019.0,SQL Injection,Telecommunications,39.58,483585.0,,Unpatched Software,Encryption,13.0
Brazil,2021.0,Ransomware,Healthcare,78.08,989151.0,Unknown,Social Engineering,AI-based Detection,2.0
Germany,2016.0,SQL Injection,Government,63.89,946613.0,Insider,Social Engineering,AI-based Detection,21.0
Australia,,Ransomware,Banking,24.33,77845.0,Insider,Social Engineering,AI-based Detection,26.0
India,2020.0,Ransomware,,70.91,403494.0,Hacker Group,Social Engineering,,3.0
Germany,2018.0,Man-in-the-Middle,Banking,23.32,524693.0,Unknown,Unpatched Software,VPN,63.0
UK,2016.0,Phishing,Education,9.84,628589.0,Unknown,Unpatched Software,Encryption,8.0
Australia,2018.0,Man-in-the-Middle,Healthcare,34.29,943349.0,Nation-state,Zero-day,Antivirus,5.0
Brazil,2018.0,DDoS,Retail,1.58,100633.0,Insider,Zero-day,Encryption,53.0
France,,Phishing,Government,59.64,551515.0,Unknown,Zero-day,AI-based Detection,37.0
Germany,2023.0,Man-in-the-Middle,Banking,80.97,289046.0,Nation-state,Zero-day,Encryption,41.0
Australia,2021.0,Malware,Retail,22.48,70067.0,Insider,Weak Passwords,VPN,22.0
France,2022.0,Phishing,Banking,69.99,366596.0,Insider,Weak Passwords,AI-based Detection,65.0
Japan,,SQL Injection,IT,51.24,452476.0,Nation-state,Zero-day,VPN,41.0
Japan,2020.0,SQL Injection,Banking,70.14,575065.0,Insider,Weak Passwords,Encryption,61.0
Japan,2024.0,Man-in-the-Middle,Education,68.35,474131.0,Insider,Unpatched Software,Firewall,41.0
USA,2016.0,Phishing,Education,86.3,702702.0,Hacker Group,Zero-day,Encryption,14.0
Australia,2023.0,DDoS,Government,97.18,692900.0,Unknown,Social Engineering,Encryption,72.0
Brazil,2021.0,SQL Injection,IT,92.4,654303.0,Hacker Group,Unpatched Software,AI-based Detection,15.0
Russia,2022.0,Ransomware,Banking,50.11,851222.0,Insider,Weak Passwords,Encryption,16.0
Australia,2016.0,Man-in-the-Middle,Government,35.59,729762.0,Insider,Social Engineering,VPN,6.0
,,DDoS,Healthcare,56.89,388698.0,Nation-state,Social Engineering,VPN,35.0
Australia,2019.0,SQL Injection,Telecommunications,86.79,293647.0,Nation-state,Social Engineering,AI-based Detection,37.0
China,2021.0,Phishing,Government,84.49,884734.0,Hacker Group,Weak Passwords,Encryption,6.0
UK,2023.0,,IT,52.75,638329.0,Hacker Group,Social Engineering,Firewall,11.0
India,2019.0,DDoS,Government,63.63,47191.0,Insider,Unpatched Software,VPN,28.0
Brazil,2023.0,Phishing,Retail,42.69,309021.0,Unknown,Unpatched Software,Encryption,2.0
Germany,2018.0,DDoS,Telecommunications,15.14,834902.0,Nation-state,Weak Passwords,Firewall,63.0
France,2016.0,DDoS,Banking,25.81,132286.0,Insider,Unpatched Software,Antivirus,66.0
France,2023.0,SQL Injection,Banking,46.58,659062.0,Unknown,Unpatched Software,Antivirus,42.0
France,2020.0,Malware,,93.88,69492.0,Hacker Group,Social Engineering,Encryption,29.0
Russia,2017.0,Phishing,IT,53.07,388154.0,Nation-state,Zero-day,AI-based Detection,29.0
Brazil,2024.0,DDoS,Government,24.23,889448.0,,Zero-day,VPN,20.0
UK,2022.0,Phishing,Retail,49.08,445458.0,Hacker Group,Unpatched Software,Antivirus,36.0
UK,2019.0,Phishing,Banking,84.5,828382.0,Hacker Group,,AI-based Detection,4.0
Russia,2024.0,SQL Injection,Education,99.31,362492.0,Insider,Weak Passwords,AI-based Detection,63.0
Japan,2021.0,Man-in-the-Middle,Healthcare,55.4,68886.0,Hacker Group,Weak Passwords,AI-based Detection,41.0
Japan,2017.0,DDoS,Education,7.84,165722.0,Unknown,Unpatched Software,Encryption,23.0
India,2020.0,SQL Injection,Government,99.72,604113.0,Insider,Weak Passwords,Encryption,7.0
,2019.0,Man-in-the-Middle,Healthcare,39.48,450466.0,Unknown,Unpatched Software,VPN,52.0
Australia,2019.0,Phishing,Banking,1.13,507976.0,Hacker Group,Zero-day,AI-based Detection,70.0
India,2018.0,DDoS,Banking,43.45,180980.0,Hacker Group,Unpatched Software,AI-based Detection,15.0
France,2020.0,Ransomware,Healthcare,37.36,745273.0,Insider,Zero-day,Firewall,67.0
Germany,2023.0,SQL Injection,Telecommunications,94.14,536737.0,Unknown,Unpatched Software,Encryption,44.0
Germany,2020.0,SQL Injection,Banking,65.24,202102.0,Insider,Unpatched Software,Antivirus,54.0
Brazil,2021.0,,Education,80.79,134998.0,Unknown,Zero-day,AI-based Detection,42.0
India,2015.0,Ransomware,Banking,81.81,41635.0,Nation-state,Unpatched Software,Encryption,37.0
Japan,2022.0,Phishing,Telecommunications,35.54,604908.0,Unknown,Zero-day,Antivirus,25.0
France,2020.0,Man-in-the-Middle,IT,88.42,688016.0,Nation-state,Zero-day,Antivirus,26.0
Brazil,2020.0,Ransomware,IT,56.59,679131.0,Hacker Group,Weak Passwords,AI-based Detection,55.0
India,2015.0,DDoS,Retail,39.28,585934.0,Insider,Unpatched Software,Antivirus,13.0
USA,2023.0,Man-in-the-Middle,IT,88.81,762605.0,Nation-state,Unpatched Software,Encryption,53.0
UK,2021.0,Malware,Healthcare,58.9,984973.0,Unknown,Zero-day,Encryption,30.0
Russia,2020.0,Phishing,Education,9.52,889970.0,Nation-state,Unpatched Software,VPN,20.0
USA,2020.0,Phishing,Healthcare,39.92,376443.0,Insider,Zero-day,Antivirus,20.0
UK,2023.0,,Retail,28.54,699386.0,Nation-state,Weak Passwords,Encryption,20.0
Russia,2020.0,Man-in-the-Middle,Retail,74.11,158758.0,Nation-state,Zero-day,Antivirus,72.0
China,2021.0,Man-in-the-Middle,Banking,85.26,812101.0,Insider,Social Engineering,VPN,52.0
UK,2020.0,Phishing,Telecommunications,43.72,402744.0,Insider,Zero-day,AI-based Detection,65.0
Japan,2015.0,Malware,Healthcare,77.01,182338.0,Unknown,Social Engineering,Firewall,72.0
Germany,2017.0,Man-in-the-Middle,,88.03,587213.0,Unknown,Weak Passwords,AI-based Detection,32.0
France,2024.0,DDoS,Government,86.65,419571.0,Nation-state,Zero-day,AI-based Detection,72.0
Germany,2017.0,SQL Injection,IT,33.79,772541.0,Nation-state,Unpatched Software,Antivirus,46.0
Germany,2020.0,SQL Injection,Retail,76.04,759384.0,Nation-state,Unpatched Software,AI-based Detection,22.0
China,2015.0,Ransomware,Government,57.59,887037.0,Insider,,VPN,39.0
China,2016.0,Ransomware,IT,37.22,788555.0,Insider,Unpatched Software,Encryption,43.0
India,2020.0,Man-in-the-Middle,Telecommunications,57.89,438137.0,Unknown,Unpatched Software,VPN,18.0
Australia,2024.0,Ransomware,Government,3.37,414907.0,Hacker Group,Zero-day,Firewall,42.0
Australia,2021.0,Ransomware,,88.2,576302.0,Hacker Group,Zero-day,AI-based Detection,2.0
USA,2020.0,DDoS,IT,96.08,156275.0,Insider,Social Engineering,Encryption,24.0
Japan,2024.0,DDoS,Government,84.36,234154.0,Nation-state,Unpatched Software,VPN,42.0
Brazil,2022.0,Phishing,IT,,176386.0,Hacker Group,Unpatched Software,VPN,
Japan,2015.0,Malware,Healthcare,27.92,775042.0,Unknown,Zero-day,Encryption,12.0
Germany,2016.0,Phishing,Telecommunications,46.28,992092.0,Hacker Group,Unpatched Software,Encryption,3.0
France,2016.0,Ransomware,Education,25.55,883536.0,Hacker Group,Unpatched Software,AI-based Detection,66.0
France,2017.0,Phishing,Banking,15.14,276541.0,Hacker Group,Social Engineering,AI-based Detection,16.0
India,2024.0,Phishing,Telecommunications,50.64,513620.0,Unknown,Unpatched Software,Antivirus,65.0
Germany,2022.0,Phishing,Banking,31.73,397919.0,Nation-state,Social Engineering,Encryption,
Russia,2021.0,Phishing,Telecommunications,73.93,32743.0,,Zero-day,VPN,18.0
Germany,2020.0,Phishing,Government,40.62,,Insider,Zero-day,Encryption,1.0
USA,2022.0,Ransomware,Education,14.5,353297.0,Insider,Weak Passwords,VPN,58.0
Russia,2017.0,Malware,IT,20.85,484009.0,,Weak Passwords,Firewall,41.0
Russia,2024.0,Malware,Government,49.51,872411.0,Hacker Group,Zero-day,Firewall,5.0
Germany,2023.0,Man-in-the-Middle,Education,26.14,876348.0,Unknown,Social Engineering,Encryption,1.0
China,2021.0,SQL Injection,Government,13.76,11310.0,Hacker Group,Weak Passwords,Antivirus,71.0
UK,2018.0,SQL Injection,Retail,72.21,,Nation-state,Zero-day,VPN,30.0
India,2022.0,SQL Injection,Healthcare,91.91,180456.0,Unknown,Unpatched Software,VPN,8.0
Russia,2021.0,DDoS,Retail,79.06,368255.0,Nation-state,Social Engineering,Encryption,17.0
India,2022.0,Malware,Education,7.17,268414.0,Insider,Unpatched Software,Encryption,9.0
China,2019.0,SQL Injection,Healthcare,79.28,891504.0,Insider,Zero-day,Firewall,63.0
Japan,,Phishing,Healthcare,48.25,3395.0,,Weak Passwords,Antivirus,58.0
China,2023.0,Ransomware,Education,45.88,164890.0,Unknown,Weak Passwords,AI-based Detection,20.0
India,2020.0,SQL Injection,Banking,89.8,895388.0,Insider,Social Engineering,,54.0
India,2020.0,SQL Injection,Telecommunications,17.47,436517.0,Nation-state,Weak Passwords,Antivirus,61.0
India,2018.0,Phishing,IT,70.85,677164.0,Nation-state,Weak Passwords,Firewall,7.0
Russia,2024.0,Man-in-the-Middle,Banking,93.13,414192.0,Nation-state,Weak Passwords,Firewall,34.0
Russia,2021.0,Man-in-the-Middle,Retail,39.73,80069.0,Insider,Unpatched Software,VPN,
,2016.0,Phishing,IT,1.28,604185.0,Unknown,Zero-day,Firewall,57.0
Brazil,,SQL Injection,IT,83.99,807733.0,Unknown,Weak Passwords,Encryption,18.0
France,2019.0,SQL Injection,Telecommunications,16.51,945154.0,Nation-state,Social Engineering,AI-based Detection,63.0
